"Method","Company #","Company","Address","Order #","Name","#","Last","Ship Date","Invoice Amount","Status"
"Montana Truck","221","Padgham Woodworking","3927 Hwy 40 West, Columbia Falls, MT 59912","79277","fin-Olsen P5 & P6 Drawers","33","none","Jul 26,2022","4,027.54","Ship Order"
"Montana Truck","221","Padgham Woodworking","3927 Hwy 40 West, Columbia Falls, MT 59912","79725","Olsen P7 Doors","4","none","Aug 02,2022","518.56","Ship Order"
"Montana Truck","770","Outlaw Woodworks LLC","2736 Old Town Rd., Three Forks, MT 59752","77251","Raymond Job","22","DOORS-Loaded in Truck 06/13/2022 02:40 PM","Jun 14,2022","2,284.41","Payment Needed"
"Montana Truck","770","Outlaw Woodworks LLC","2736 Old Town Rd., Three Forks, MT 59752","70072","Momentum- Miller CABIN","76","DOORS-Loaded in Truck 06/13/2022 02:39 PM","Jun 14,2022","4,094.29","Payment Needed"
"Montana Truck","770","Outlaw Woodworks LLC","2736 Old Town Rd., Three Forks, MT 59752","78376","fin-1021 Campbell  (76653) drawers","5","BOXES-Loaded in Truck 06/20/2022 04:18 PM","Jun 21,2022","385.00","Payment Needed"
"Montana Truck","770","Outlaw Woodworks LLC","2736 Old Town Rd., Three Forks, MT 59752","76653","1021 Campbell ","48","DOORS-Loaded in Truck 06/20/2022 04:13 PM","Jun 21,2022","3,638.54","Payment Needed"
"Montana Truck","770","Outlaw Woodworks LLC","2736 Old Town Rd., Three Forks, MT 59752","79082","Colorant Order","17","PS-On Pallet 06/20/2022 12:52 PM","Jun 21,2022","1,359.58","Payment Needed"
"Montana Truck","770","Outlaw Woodworks LLC","2736 Old Town Rd., Three Forks, MT 59752","79066","Kesterson Sample","1","DOORS-Loaded in Truck 06/27/2022 11:28 AM","Jun 28,2022","25.79","Payment Needed"
"Montana Truck","770","Outlaw Woodworks LLC","2736 Old Town Rd., Three Forks, MT 59752","78298","Primer Order - Backordered","1","PS-On Pallet 07/11/2022 10:05 AM","Jul 12,2022","226.69","Payment Needed"
"Montana Truck","770","Outlaw Woodworks LLC","2736 Old Town Rd., Three Forks, MT 59752","78934","Primos","4","DOORS-On Pallet 07/07/2022 01:58 PM","Jul 12,2022","264.37","Payment Needed"
"Montana Truck","770","Outlaw Woodworks LLC","2736 Old Town Rd., Three Forks, MT 59752","70196","Momentum Clancy ","2","DOORS-On Pallet 07/06/2022 10:36 AM","Jul 12,2022","265.44","Payment Needed"
"Montana Truck","770","Outlaw Woodworks LLC","2736 Old Town Rd., Three Forks, MT 59752","79614","Bulk Finish ","5","PS-On Pallet 07/08/2022 09:56 AM","Jul 12,2022","1,275.10","Payment Needed"
"Montana Truck","770","Outlaw Woodworks LLC","2736 Old Town Rd., Three Forks, MT 59752","78963","Shop Finish (backordered)","5","PS-Finish Shipped 07/01/2022 10:22 AM","Jul 12,2022","1,268.60","Payment Needed"
"Montana Truck","770","Outlaw Woodworks LLC","2736 Old Town Rd., Three Forks, MT 59752","79454","Coyle Sample","3","DOORS-Solid Panel - Profiling 07/11/2022 12:46 PM","Jul 19,2022","70.07","Ship Order"
"Montana Truck","699","WoodEz Fine Woodworks Inc","3470 Mt Hwy 206, Columbia Falls, MT 59912","77582","Baldelli DOORS","62","DOORS-On Pallet 06/13/2022 01:55 PM","Jun 14,2022","3,491.56","Payment Needed"
"Montana Truck","699","WoodEz Fine Woodworks Inc","3470 Mt Hwy 206, Columbia Falls, MT 59912","77583","fin-Baldelli DRAWERS ","38","BOXES-Loaded in Truck 06/13/2022 02:42 PM","Jun 14,2022","3,005.73","Payment Needed"
"Montana Truck","699","WoodEz Fine Woodworks Inc","3470 Mt Hwy 206, Columbia Falls, MT 59912","77945","Baldelli barn DOORS","30","DOORS-Loaded in Truck 06/13/2022 02:41 PM","Jun 14,2022","1,668.68","Payment Needed"
"Montana Truck","699","WoodEz Fine Woodworks Inc","3470 Mt Hwy 206, Columbia Falls, MT 59912","77946","fin-Baldelli barn DRAWERS","17","BOXES-Loaded in Truck 06/13/2022 02:42 PM","Jun 14,2022","1,247.89","Payment Needed"
"Montana Truck","236","North Woods","31145 Mission Slide Ln., St Ignatius, MT 59865","78846","6-10-22 finish","2","PS-Finish Shipped 06/13/2022 02:43 PM","Jun 14,2022","459.12","Payment Needed"
"Montana Truck","356","Glacier Woodworking","4026 Whitefish Stage Rd, Kalispell, MT 59901","78086","Wagner DRAWERS add on","3","BOXES-Loaded in Truck 06/13/2022 02:42 PM","Jun 14,2022","210.84","Payment Needed"
"Montana Truck","356","Glacier Woodworking","4026 Whitefish Stage Rd, Kalispell, MT 59901","78132","Wu DRAWERS phase #2","64","BOXES-Loaded in Truck 06/13/2022 02:42 PM","Jun 14,2022","4,521.71","Payment Needed"
"Montana Truck","356","Glacier Woodworking","4026 Whitefish Stage Rd, Kalispell, MT 59901","78027","Matt Project drawers ADD ON (77336)","2","BOXES-Loaded in Truck 06/20/2022 04:18 PM","Jun 21,2022","102.56","Payment Needed"
"Montana Truck","356","Glacier Woodworking","4026 Whitefish Stage Rd, Kalispell, MT 59901","78504","Jenkin DRAWERS","2","BOXES-Loaded in Truck 06/27/2022 11:30 AM","Jun 28,2022","208.00","Payment Needed"
"Montana Truck","356","Glacier Woodworking","4026 Whitefish Stage Rd, Kalispell, MT 59901","79339","Copy of Gary Add On  drawer(77269)","1","BOXES-On Pallet 07/07/2022 07:00 AM","Jul 12,2022","54.59","Payment Needed"
"Montana Truck","356","Glacier Woodworking","4026 Whitefish Stage Rd, Kalispell, MT 59901","79208","nichols printer tray drawer","1","none","Jul 19,2022","85.81","Ship Order"
"Montana Truck","356","Glacier Woodworking","4026 Whitefish Stage Rd, Kalispell, MT 59901","79134","Nichols DRAWERS (1/4"" bot)","72","none","Jul 19,2022","4,936.00","Ship Order"
"Montana Truck","356","Glacier Woodworking","4026 Whitefish Stage Rd, Kalispell, MT 59901","79135","Nichols DRAWERS (1/2"" bot)","2","none","Jul 19,2022","284.82","Ship Order"
"Montana Truck","356","Glacier Woodworking","4026 Whitefish Stage Rd, Kalispell, MT 59901","79537","rush-  Wagner DRAWERS add on ","5","none","Jul 26,2022","563.55","Ship Order"
"Montana Truck","356","Glacier Woodworking","4026 Whitefish Stage Rd, Kalispell, MT 59901","79370","Mike DRAWERS","16","none","Jul 26,2022","1,062.16","Ship Order"
"Montana Truck","266","Oak Creations Inc","1035 Highway 10, Columbus, MT 59019","78192","Strickland ","27","DOORS-Loaded in Truck 06/13/2022 02:39 PM","Jun 14,2022","1,185.49","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78649","Clear finish","2","PS-Finish Shipped 06/13/2022 02:43 PM","Jun 14,2022","326.58","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","77978","FIN-Casmier parts","24","DOORS-Loaded in Truck 06/20/2022 04:13 PM","Jun 21,2022","1,687.98","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","77979","FIN-Scherr parts","25","DOORS-Loaded in Truck 06/20/2022 04:13 PM","Jun 21,2022","2,083.02","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78025","FIN-Dutzer Hutch and Laundry","16","DOORS-Loaded in Truck 06/20/2022 04:16 PM","Jun 21,2022","1,731.00","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78026","fin-Dutzer drawers","10","BOXES-Loaded in Truck 06/20/2022 04:17 PM","Jun 21,2022","742.32","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","77947","FIN- Newsted parts","14","DOORS-Loaded in Truck 06/20/2022 04:13 PM","Jun 21,2022","883.46","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78319","FIN-Casmier Kitchen (78282) #1","40","DOORS-Loaded in Truck 06/20/2022 04:16 PM","Jun 21,2022","4,953.89","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78320","FIN-Casmier Kitchen (78282) #1 parts","8","DOORS-Loaded in Truck 06/20/2022 04:15 PM","Jun 21,2022","1,491.64","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78321","FIN- Casmier Kitchen (78282) #2","8","DOORS-Loaded in Truck 06/20/2022 04:12 PM","Jun 21,2022","1,602.88","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78322","FIN-- Casmier Kitchen (78282) 2 parts","3","DOORS-Loaded in Truck 06/20/2022 04:12 PM","Jun 21,2022","121.50","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78282","fin-Casmier Kitchen drawer","21","BOXES-Loaded in Truck 06/20/2022 04:17 PM","Jun 21,2022","1,971.89","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78271","fin-Dutzer Laundry drawer","4","BOXES-Loaded in Truck 06/20/2022 04:17 PM","Jun 21,2022","268.68","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78067","fin- Newsted  (78042) drawers","17","BOXES-Loaded in Truck 06/20/2022 04:17 PM","Jun 21,2022","1,307.32","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78068","FIN- Newsted  (78042) PARTS","3","DOORS-Loaded in Truck 06/20/2022 04:13 PM","Jun 21,2022","890.15","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78042","FIN-Newsted ","38","DOORS-Loaded in Truck 06/20/2022 04:14 PM","Jun 21,2022","3,700.44","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78410","FIN-Casmier TV cabs ","10","DOORS-Loaded in Truck 06/27/2022 11:28 AM","Jun 28,2022","1,147.97","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","79375","Marchion paint and Finish","10","PS-Finish Shipped 07/01/2022 10:22 AM","Jul 05,2022","616.99","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78786","Gjesvold Vanity ","5","DOORS-On Pallet 07/07/2022 06:38 AM","Jul 12,2022","393.40","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78812","Coons Ref. Doors","2","DOORS-On Pallet 07/07/2022 01:40 PM","Jul 12,2022","85.06","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78743","fin- Casmier Laundry (78714) drawer","5","BOXES-On Pallet 07/11/2022 07:35 AM","Jul 12,2022","398.44","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78744"," FIN-Casmier Laundry (78714) PARTS","9","SPECIALTY-On Pallet 07/08/2022 07:16 AM","Jul 12,2022","1,048.18","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","79353","Redo of FIN-Casmier Kitchen (78282) #1 (78319)","1","DOORS-On Pallet 07/06/2022 08:56 AM","Jul 12,2022","607.81","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","79576","Baer Paint","1","PS-On Pallet 07/07/2022 10:41 AM","Jul 12,2022","80.19","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78944","fin-Scaglia Pantry drawers Roll outs","5","BOXES-On Pallet 07/11/2022 07:35 AM","Jul 12,2022","305.60","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78745","FIN-Rigliano fronts","9","DOORS-Loaded in Truck 07/01/2022 10:20 AM","Jul 12,2022","628.30","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78748","fin-Rigliano drawers","3","BOXES-On Pallet 07/11/2022 06:31 AM","Jul 12,2022","405.67","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78714","FIN-Casmier Laundry","23","DOORS-On Pallet 07/01/2022 06:55 AM","Jul 12,2022","2,094.10","Payment Needed"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","78838"," fin-Gjesvold Vanity  (78786) drawers","3","none","Jul 14,2022","238.58","Ship Order"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","79362","fin-Marchion extra drawers","5","none","Jul 19,2022","406.96","Ship Order"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","79366","fin-Marchion Drawers ","6","none","Jul 19,2022","669.24","Ship Order"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","79412","Marchion Doors EP's (79372) #1","4","none","Jul 19,2022","735.33","Ship Order"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","79565","Light Blue 22","1","PS-On Pallet 07/06/2022 01:30 PM","Jul 24,2022","80.19","Ship Order"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","79372","Marchion Doors ","15","none","Jul 26,2022","1,177.51","Ship Order"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","79405","fin-Soderman drawers","6","none","Jul 26,2022","523.02","Ship Order"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","79404","FIN-Soderman fillers","3","none","Jul 26,2022","173.37","Ship Order"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","79403","FIN-Soderman fronts","10","DOORS-Pro-Scale  07/12/2022 07:03 AM","Jul 26,2022","930.74","Ship Order"
"Montana Truck","505","Precision Woodworks","5006 North Star Blvd., Great Falls, MT 59405","79714","FIN-Erik Jung","1","none","Aug 02,2022","88.91","Ship Order"
"Montana Truck","399","JW Design Inc","4890 Hwy 200, Thompson Falls, MT 59873","78157","fin- Taylor  (75263) drawer","23","BOXES-Loaded in Truck 06/13/2022 02:42 PM","Jun 14,2022","1,885.02","Payment Needed"
"Montana Truck","399","JW Design Inc","4890 Hwy 200, Thompson Falls, MT 59873","75263","Taylor ","24","BOXES-Loaded in Truck 06/13/2022 02:42 PM","Jun 14,2022","1,165.79","Payment Needed"
"Montana Truck","47","K&T Cabinets","37782 Schafer Rd, Polson, MT 59860","78069","  Pasma (78041) pt grade","79","DOORS-Loaded in Truck 06/13/2022 02:40 PM","Jun 14,2022","3,850.12","Payment Needed"
"Montana Truck","47","K&T Cabinets","37782 Schafer Rd, Polson, MT 59860","78041","Pasma rustic hickory","14","DOORS-Loaded in Truck 06/13/2022 02:40 PM","Jun 14,2022","797.08","Payment Needed"
"Montana Truck","47","K&T Cabinets","37782 Schafer Rd, Polson, MT 59860","79524","Laidlaw ","66","none","Jul 26,2022","3,697.76","Ship Order"
"Montana Truck","47","K&T Cabinets","37782 Schafer Rd, Polson, MT 59860","79528","fin-Laidlaw drawers","58","none","Jul 26,2022","5,300.47","Ship Order"
"Montana Truck","54","JRS Woodworks Inc","5875 Hwy 93 S, SUITE H, Whitefish, MT 59937","77579","Bull kitchen","7","DOORS-Loaded in Truck 06/13/2022 02:38 PM","Jun 14,2022","392.70","Payment Needed"
"Montana Truck","54","JRS Woodworks Inc","5875 Hwy 93 S, SUITE H, Whitefish, MT 59937","77580","Bull DF","4","DOORS-Loaded in Truck 06/13/2022 02:38 PM","Jun 14,2022","106.07","Payment Needed"
"Montana Truck","54","JRS Woodworks Inc","5875 Hwy 93 S, SUITE H, Whitefish, MT 59937","77581","fin-Bull Drawers","4","BOXES-Loaded in Truck 06/13/2022 02:41 PM","Jun 14,2022","249.27","Payment Needed"
"Montana Truck","54","JRS Woodworks Inc","5875 Hwy 93 S, SUITE H, Whitefish, MT 59937","77811","Bull Pantry 2","4","DOORS-Loaded in Truck 06/13/2022 02:39 PM","Jun 14,2022","734.28","Payment Needed"
"Montana Truck","54","JRS Woodworks Inc","5875 Hwy 93 S, SUITE H, Whitefish, MT 59937","78479","Hatton A","3","DOORS-Loaded in Truck 07/01/2022 10:20 AM","Jul 05,2022","107.10","Payment Needed"
"Montana Truck","54","JRS Woodworks Inc","5875 Hwy 93 S, SUITE H, Whitefish, MT 59937","78480","Hatton B","3","DOORS-Loaded in Truck 07/01/2022 10:20 AM","Jul 05,2022","124.39","Payment Needed"
"Montana Truck","54","JRS Woodworks Inc","5875 Hwy 93 S, SUITE H, Whitefish, MT 59937","78482","Cox","4","DOORS-Loaded in Truck 07/01/2022 10:20 AM","Jul 05,2022","372.80","Payment Needed"
"Montana Truck","651","Alpine WoodWerx","1793 middle road, columbia falls, MT 59912","77176","mcaughan","60","BOXES-Loaded in Truck 06/13/2022 02:41 PM","Jun 14,2022","6,054.12","Payment Needed"
"Montana Truck","651","Alpine WoodWerx","1793 middle road, columbia falls, MT 59912","79265","fin-carlson drawers","21","none","Jul 26,2022","1,825.12","Payment Needed"
"Montana Truck","938","Silverline Cabinetry Co","3963 AHWY 35 Kalispell MT, Kalispell, MT 59901","77550","julie","43","DOORS-Loaded in Truck 06/13/2022 02:40 PM","Jun 14,2022","2,406.02","Payment Needed"
"Montana Truck","247","Beck Cabinet and Casework","475 Swan Hill Drive, Big Fork, MT 59911","78294","White","87","DOORS-Loaded in Truck 06/20/2022 04:09 PM","Jun 21,2022","4,453.25","Payment Needed"
"Montana Truck","247","Beck Cabinet and Casework","475 Swan Hill Drive, Big Fork, MT 59911","79406","Doug White","20","none","Jul 26,2022","1,244.92","Ship Order"
"Montana Truck","247","Beck Cabinet and Casework","475 Swan Hill Drive, Big Fork, MT 59911","79498","Ellison","74","none","Aug 02,2022","3,931.95","Ship Order"
"Montana Truck","247","Beck Cabinet and Casework","475 Swan Hill Drive, Big Fork, MT 59911","79508","Bear Dance","120","none","Aug 02,2022","5,505.07","Ship Order"
"Montana Truck","247","Beck Cabinet and Casework","475 Swan Hill Drive, Big Fork, MT 59911","79520","fin-bear Dance drawer","58","none","Aug 02,2022","5,557.28","Ship Order"
"Montana Truck","247","Beck Cabinet and Casework","475 Swan Hill Drive, Big Fork, MT 59911","79608"," Taylor (79579) #2","28","none","Aug 02,2022","3,763.72","Ship Order"
"Montana Truck","247","Beck Cabinet and Casework","475 Swan Hill Drive, Big Fork, MT 59911","79609","  Taylor (79579) #3","11","none","Aug 02,2022","970.09","Ship Order"
"Montana Truck","247","Beck Cabinet and Casework","475 Swan Hill Drive, Big Fork, MT 59911","79610","  Taylor (79579) #4","9","none","Aug 02,2022","886.70","Ship Order"
"Montana Truck","247","Beck Cabinet and Casework","475 Swan Hill Drive, Big Fork, MT 59911","79579","Taylor #1","42","none","Aug 02,2022","1,809.93","Ship Order"
"Montana Truck","554","Cornerstone Cabinetry","2185 Hwy 2 West, Kalispell, MT 59901","78295","Meyer 18 Jackson","59","DOORS-Loaded in Truck 06/20/2022 04:11 PM","Jun 21,2022","3,367.75","Payment Needed"
"Montana Truck","554","Cornerstone Cabinetry","2185 Hwy 2 West, Kalispell, MT 59901","78643","crevier cabin","19","DOORS-On Pallet 07/07/2022 07:23 AM","Jul 12,2022","845.52","Payment Needed"
"Montana Truck","554","Cornerstone Cabinetry","2185 Hwy 2 West, Kalispell, MT 59901","79555","Martilla Add on","2","DOORS-On Pallet 07/08/2022 01:04 PM","Jul 12,2022","78.75","Payment Needed"
"Montana Truck","554","Cornerstone Cabinetry","2185 Hwy 2 West, Kalispell, MT 59901","79263","Marttila","59","DOORS-Solid Panel - Profiling 07/11/2022 06:47 AM","Jul 19,2022","3,105.58","Ship Order"
"Montana Truck","130","Mohler Hardwoods and Woodworks","36251 Pinsoneault Road, St. Ignatius, MT 59865","77545","Weinberg DOORS","49","DOORS-Loaded in Truck 06/20/2022 04:16 PM","Jun 21,2022","3,153.18","Payment Needed"
"Montana Truck","130","Mohler Hardwoods and Woodworks","36251 Pinsoneault Road, St. Ignatius, MT 59865","77547","fin-Weinberg DRAWERS","11","BOXES-Loaded in Truck 06/20/2022 04:19 PM","Jun 21,2022","720.72","Payment Needed"
"Montana Truck","130","Mohler Hardwoods and Woodworks","36251 Pinsoneault Road, St. Ignatius, MT 59865","78029","Dalton DOORS pg maple","74","DOORS-Loaded in Truck 06/20/2022 04:11 PM","Jun 21,2022","4,180.23","Payment Needed"
"Montana Truck","130","Mohler Hardwoods and Woodworks","36251 Pinsoneault Road, St. Ignatius, MT 59865","78030","Dalton DOORS k alder","49","DOORS-Loaded in Truck 06/20/2022 04:09 PM","Jun 21,2022","2,748.45","Payment Needed"
"Montana Truck","130","Mohler Hardwoods and Woodworks","36251 Pinsoneault Road, St. Ignatius, MT 59865","78031","Dalton DOORS r hickory","17","DOORS-Loaded in Truck 06/20/2022 04:09 PM","Jun 21,2022","867.90","Payment Needed"
"Montana Truck","143","Alpine Woodworks","124 Fisher Rd, Great Falls, MT 59405","77928","Wagner DRAWERS","5","BOXES-Loaded in Truck 06/20/2022 04:19 PM","Jun 21,2022","182.07","Payment Needed"
"Montana Truck","143","Alpine Woodworks","124 Fisher Rd, Great Falls, MT 59405","77929","Wagner DOORS","11","DOORS-Loaded in Truck 06/20/2022 04:14 PM","Jun 21,2022","501.16","Payment Needed"
"Montana Truck","143","Alpine Woodworks","124 Fisher Rd, Great Falls, MT 59405","78012","tom drawers","3","BOXES-Loaded in Truck 06/20/2022 04:19 PM","Jun 21,2022","129.21","Payment Needed"
"Montana Truck","143","Alpine Woodworks","124 Fisher Rd, Great Falls, MT 59405","78404","Mathern DRAWERS","39","BOXES-Loaded in Truck 06/27/2022 11:30 AM","Jun 28,2022","2,336.02","Payment Needed"
"Montana Truck","143","Alpine Woodworks","124 Fisher Rd, Great Falls, MT 59405","78406","Mathern DOORS pg maple","57","DOORS-Loaded in Truck 06/27/2022 11:27 AM","Jun 28,2022","3,655.56","Payment Needed"
"Montana Truck","143","Alpine Woodworks","124 Fisher Rd, Great Falls, MT 59405","78408","Mathern DOORS s alder","31","DOORS-Loaded in Truck 06/27/2022 11:27 AM","Jun 28,2022","2,285.05","Payment Needed"
"Montana Truck","831","Montana Millworks & Design","525 Shephard Way, Helena, MT 59601","78267","fin-Patsy Danhof Pull-outs drawer","4","BOXES-Loaded in Truck 06/20/2022 04:18 PM","Jun 21,2022","308.24","Payment Needed"
"Montana Truck","831","Montana Millworks & Design","525 Shephard Way, Helena, MT 59601","79101","fin-Ringhouse drawers","3","none","Jul 19,2022","211.35","Ship Order"
"Montana Truck","831","Montana Millworks & Design","525 Shephard Way, Helena, MT 59601","79256","fin-Frank drawer","3","none","Jul 19,2022","254.77","Ship Order"
"Montana Truck","882","Silver City Cabinets","1308 Marshall Ln, Helena, MT 59601","78056","fin-Big Sky drawer","3","BOXES-Loaded in Truck 06/20/2022 04:18 PM","Jun 21,2022","324.93","Payment Needed"
"Montana Truck","882","Silver City Cabinets","1308 Marshall Ln, Helena, MT 59601","78268","FIN-JOLIET PHASE 1","327","DOORS-Loaded in Truck 06/27/2022 11:32 AM","Jun 28,2022","20,892.68","Payment Needed"
"Montana Truck","882","Silver City Cabinets","1308 Marshall Ln, Helena, MT 59601","78559","fin-Raffanelli Ranch drawer","5","BOXES-Loaded in Truck 07/01/2022 10:24 AM","Jul 05,2022","969.88","Payment Needed"
"Montana Truck","882","Silver City Cabinets","1308 Marshall Ln, Helena, MT 59601","79178","fin- 2884-23 drawer","3","BOXES-On Pallet 07/08/2022 07:51 AM","Jul 12,2022","516.90","Payment Needed"
"Montana Truck","882","Silver City Cabinets","1308 Marshall Ln, Helena, MT 59601","79231","FIN-ADA Joliet","15","DOORS-Cutlisted - In Process 06/30/2022 01:05 PM","Jul 25,2022","993.05","Ship Order"
"Montana Truck","1047","Woodworks West Inc","360 Pollywog Ln, Belgrade, MT 59714","78053","fin-Stillman - Closet drawer","4","BOXES-Loaded in Truck 06/20/2022 04:17 PM","Jun 21,2022","1,181.76","Payment Needed"
"Montana Truck","348","Mountain Country Furniture","1702 Seright Rd, Moore, MT 59464","78928","add to Paul DRAWERS (78599)","4","BOXES-Loaded in Truck 06/27/2022 11:30 AM","Jun 28,2022","344.72","Payment Needed"
"Montana Truck","348","Mountain Country Furniture","1702 Seright Rd, Moore, MT 59464","78503","evergreen DRAWERS","13","BOXES-Loaded in Truck 07/01/2022 10:23 AM","Jul 05,2022","678.99","Payment Needed"
"Montana Truck","348","Mountain Country Furniture","1702 Seright Rd, Moore, MT 59464","78599","Paul DRAWERS","5","BOXES-On Pallet 07/08/2022 10:30 AM","Jul 12,2022","241.59","Payment Needed"
"Montana Truck","348","Mountain Country Furniture","1702 Seright Rd, Moore, MT 59464","78600","Paul DOORS","19","DOORS-On Pallet 07/08/2022 06:18 AM","Jul 12,2022","1,044.09","Payment Needed"
"Montana Truck","348","Mountain Country Furniture","1702 Seright Rd, Moore, MT 59464","78882","add to Paul DOORS (78600)","11","DOORS-Solid Panel - Profiling 07/11/2022 12:36 PM","Jul 19,2022","623.98","Ship Order"
"Montana Truck","716","Topper's Cabinets & Construction LLC","88 Brayer Lane, Kalispell, MT 59901","78251","Unsworth DOORS pg poplar","9","DOORS-Loaded in Truck 06/27/2022 11:28 AM","Jun 28,2022","228.11","Payment Needed"
"Montana Truck","716","Topper's Cabinets & Construction LLC","88 Brayer Lane, Kalispell, MT 59901","78252","Unsworth DOORS k alder","62","DOORS-Loaded in Truck 06/27/2022 11:27 AM","Jun 28,2022","2,699.80","Payment Needed"
"Montana Truck","716","Topper's Cabinets & Construction LLC","88 Brayer Lane, Kalispell, MT 59901","78256","fin-Unsworth DRAWERS aspen quote","33","BOXES-Loaded in Truck 06/27/2022 11:30 AM","Jun 28,2022","2,822.67","Payment Needed"
"Montana Truck","716","Topper's Cabinets & Construction LLC","88 Brayer Lane, Kalispell, MT 59901","79014","Eagan DOORS","62","DOORS-Cutlisted - In Process 07/06/2022 09:58 AM","Jul 19,2022","2,443.30","Ship Order"
"Montana Truck","716","Topper's Cabinets & Construction LLC","88 Brayer Lane, Kalispell, MT 59901","79015","fin-Eagan DRAWERS","26","none","Jul 19,2022","2,149.57","Ship Order"
"Montana Truck","716","Topper's Cabinets & Construction LLC","88 Brayer Lane, Kalispell, MT 59901","79739","Eagan #2 DOORS","55","none","Aug 02,2022","2,282.55","Ship Order"
"Montana Truck","885","Mason Woodworks","468 D Ash Rd., Kalispell, MT 59901","77942","fin-Gus DRAWERS","13","BOXES-Loaded in Truck 06/27/2022 11:30 AM","Jun 28,2022","1,011.74","Payment Needed"
"Montana Truck","885","Mason Woodworks","468 D Ash Rd., Kalispell, MT 59901","79629","fin-Mathis DRAWERS","20","none","Aug 02,2022","1,457.08","Ship Order"
"Montana Truck","736","J&I Custom Kitchens and Hardwood Furniture","998 River Road, Toston, MT 59643","79139","Remake of KAUFFMAN (74362)","1","DOORS-On Pallet 06/27/2022 02:15 PM","Jun 28,2022","0.00","Payment Needed"
"Montana Truck","736","J&I Custom Kitchens and Hardwood Furniture","998 River Road, Toston, MT 59643","79142","  baker select  alder ","16","none","Jul 26,2022","751.40","Ship Order"
"Montana Truck","874","Bendentree","3470 Hwy. 206, Columbia Falls, MT 59912","78372","fin-tau  drawer #1","72","BOXES-Loaded in Truck 06/27/2022 11:31 AM","Jun 28,2022","6,779.77","Payment Needed"
